title	description	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	final movie	final topic
New York Film Critics Awards Predictions: Could Bradley Cooper and ‘Maestro’ Compose the First Major Win of the Oscar Season?	Oscar season begins this week in the Big Apple. The New York Film Critics Circle will be the first major group of film journalists to unveil its winners on Nov. 30. And its selections should provide an important look at which films are viable contenders for b…	Tristan	NM		Nolin	NM		NM	
*Napoleon*	You can’t treat it as a normal movie with anything contextualized or explained.  Nope.  Rather think of it as a crazed male fantasy (the director’s?  Certainly not mine) about one particular way of living, presented large and vivid on the screen, with sex sce…	Tristan	Napoleon	Plot	Nolin	Napoleon	Plot	Napoleon	Plot
Blumhouse's Imaginary Trailer Turns A Teddy Bear Into A Terrifying Nightmare	The trailer for Blumhouse&amp;#39;s Imaginary centers on a stuffed toy bear who turns out to be secretly demonic. Could this be the studio&amp;#39;s next big horror movie hit?	Tristan	NM		Nolin	NM		NM	
‘Hunger Games’ prequel tops box office	The Hunger Games: The Ballad of Songbirds & Snakes topped the North American box office in its first weekend in theaters with $44 million in ticket sales, according to studio estimates Sunday.	Tristan	HG	Box	Nolin	HG	Box	HG	Box
‘Napoleon’ World Premiere: Watch Ridley Scott Introduce His Historical Epic; Vanessa Kirby & Sony’s Tom Rothman Share Post-Strike Thoughts On Red Carpet	Paris’ Salle Pleyel hosted the world premiere of Ridley Scott’s Napoleon this evening, rolling out the red carpet for the epic that stars Joaquin Phoenix and Vanessa Kirby. Scott, the two leads and actor Tahar Rahim all were in attendance for the unveiling of…	Tristan	Napoleon	Promo	Nolin	Napoleon	Promo	Napoleon	Promo
‘Trolls Band Together’ Review: Justin Timberlake Sends Up His Boy-Band Past In A Cute Psychedelic Pop Satire	Wanna feel old? The Trolls franchise is seven this year and brings with it a whole culture of nostalgia for the late ’90s and early ’00s that to anyone under 40 will seem like a million years ago. The rest of us might remember it as yesterday; a moment in tim…	Tristan	Trolls	Plot	Nolin	Trolls	Plot	Trolls	Plot
Princess Meltdown: Disney’s ‘Wish’ Fumbles Opening Weekend Box Office	Facing stiff competition from 'Trolls Band Together,' 'Wish' came up short on all box office projections.	Tristan	Wish, Trolls	Box	Nolin	Wish, Trolls	Box	Wish, Trolls	Box
How ‘Trolls Band Together’ Pulled Off Its Big NSYNC Reunion	Photo Illustration by Luis G. Rendon/The Daily Beast/Getty/Dreamworks No one expected the first Trolls sequel, Trolls World Tour, to be the movie that changed the film industry as we know it. Least of all, its director, Walt Dohrn.Let’s dye our hair purple, …	Tristan	Trolls	Plot	Nolin	Trolls	Plot	Trolls	Plot
Don’t Miss ‘Godzilla Minus One’ The Best Godzilla Movie In Years	Godzilla Minus One puts all American efforts to bring Godzilla to the big screen to shame, with a fraction of the budget.	Tristan	Godzilla	Plot	Nolin	Godzilla	Plot	Godzilla	Plot
Hunger Game cast attends world premiere; reviews arrive	"Tom Blyth, Hunter Schafer, Rachel Zegler, Josh Andres Rivera and Francis Lawrence attend ""The Hunger Games: The Ballad of Songbirds & Snakes"" World Premiere in London.FAMILY. pic.twitter.com/ZkJeRn9i2j — vale (@peetaspastry) November 9, 2023Tom Blyth at 'The…"	Tristan	HG	Promo	Nolin	HG	Promo	HG	Promo
New 'Hunger Games' transforms German locations into Panem	"Germany's imposing Nazi, socialist, modernist or post-industrial architecture inspired the makers of ""The Hunger Games: The Ballad of Songbirds & Snakes."""	Tristan	HG	Prod	Nolin	HG	Prod	HG	Prod
Deadline Launches The Contenders Film: Los Angeles Streaming Site	Deadline’s Contenders Film: Los Angeles on Saturday drew 28 of this season’s biggest and buzziest films for our annual panel showcase of cast and creatives, with a list of films that included everything from Barbie and Oppenheimer to John Wick: Chapter 4 and …	Tristan	NM		Nolin	NM		NM	
“Killers Of The Flower Moon” Is A Brilliant Study On The Power Of Narrative	I don't usually review movies, but Martin Scorsese's Killers of the Flower Moon is a perfect film for audiences to take in this National American Indian Heritage Month.	Tristan	KOTFM	Plot	Nolin	KOTFM	Plot	KOTFM	Plot
Weekend Box Office: The Marvels bombs	Box Office: 'The Marvels' Misfires With $47 Million, Lowest MCU Opening Weekend of All Time https://t.co/zVOUZMETVg — Variety (@Variety) November 12, 2023The Marvels may have nabbed top spot at the box office this weekend, but that point is the only good thi…	Tristan	Marvels	Box	Nolin	Marvels	Box	Marvels	Box
‘Godzilla Minus One’ Is Now Top Grossing Live-Action Japanese Film In North America After Stomping-Good Opening	Godzilla Minus One, now at $14.36 million at the box office, has stomped into a record — it’s now the highest grossing live-action Japanese film in North America. This follows an opening weekend that marked the biggest Stateside debut of a foreign film this y…	Tristan	Godzilla	Box	Nolin	Godzilla	Box	Godzilla	Box
Brendan Fraser Lands First Major Post-Oscar Role with ‘Beef’ Director Hikari’s ‘Rental Family’	"Searchlight Pictures will start principal photography this spring in Japan on what is Fraser's first role since winning the Best Actor Oscar for ""The Whale."""	Tristan	NM		Nolin	NM		NM	
Taylor Swift Stuns in Silver at Beyoncé’s ‘Renaissance’ Film London Premiere	Best believe she’s still bejeweled! Taylor Swift joined the glitzy fun at Beyoncé’s London premiere for her Renaissance: A Film by Beyonce on Thursday (Nov. 30). The “Anti-Hero” superstar posed on the red carpet and snapped selfies with fans while wearing a g…	Tristan	Renaissance	Promo	Nolin	Renaissance	Promo	Renaissance	Promo
Hayao Miyazaki Is Thinking About the End	The Boy and the Heron, which could be the Studio Ghibli co-founder’s final film, is more of a bold reinvention than a somber farewell.	Tristan	NM		Nolin	NM		NM	
Will There Be A Sequel To The Blackening? Sounds Like Another Killer's On The Loose	A sequel to The Blackening is officially in development and will emulate the approach of franchises like Scream and Scary Movie.	Tristan	NM		Nolin	NM		NM	
Imaginary — Release Date, Cast, Plot And More Info	The upcoming Blumhouse movie Imaginary gives us a teddy bear neamed Chauncey and so much more. Here&amp;#39;s what we know so far about the film.	Tristan	NM		Nolin	NM		NM	
The Marvels Has The Worst MCU Box Office Debut Ever	Captain Marvel might be the most powerful Avenger, but that didn't help the superhero's sequel at the box office. The Marvels just opened with the worst start ever for the MCU by pulling in $47 million domestically--$110.3 total when adding in international m…	Juan	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Five Nights at Freddy’s wild success might mean more movies hit streaming and theaters the same day	Simultaneous streaming didn't hurt ticket sales for the FNAF film: Blumhouse's movie is the studio's biggest-grossing picture to date.	Juan	FNAF	Box/Streaming	Michael	FNAF	Box	FNAF	Box
Hayao Miyazaki’s ‘The Boy And The Heron’ Soars To $2M+ Previews, Eyes $10M+ Opening – Box Office	After one Japanese title delivered at the sleepy December box office last weekend, that being Godzilla Minus One, here’s another that’s set to dominate: Studio Ghibli and GKIDS’ Hayao Miyazaki’s The Boy and the Heron which is looking at a No. 1 lead with $10M…	Juan	NM		Michael	Godzilla	Box	Godzilla	Box
Box Office Woes: ‘Hunger Games,’ ‘Trolls’ And ‘The Marvels’ On Pace For Lowest Grosses In Franchise History	“The Hunger Games: The Ballad of Songbirds and Snakes” grossed $5.75 million in its U.S. preview, and its odds of matching its predecessors’ strong openings are not in its favor.	Juan	HG, Trolls, Marvels	Box	Michael	HG, Trolls, Marvels	Box	HG, Trolls, Marvels	Box
The best Cyber Monday TV streaming deals make it cheaper to watch your favorite shows and movies 2023	As part of Cyber Monday, several streaming services are offering insane discounts. Here are the best streaming deals going on now.	Juan	NR		Michael	NR		NR	
Don't know Lily Gladstone? The 'Killers of the Flower Moon' star is no newcomer	The Indigenous actor is a strong contender for a lead actress Oscar nomination.	Juan	KOTFM	Plot	Michael	KOTFM	Plot	KOTFM	Plot
PGA Awards: Martin Scorsese Tapped for David O. Selznick Award in Recognition of Producing Achievements	Martin Scorsese, the legendary filmmaker currently generating awards buzz for his Apple film Killers of the Flower Moon, has been tapped by the Producers Guild of America to receive the David O. Selznick Achievement Award, which recognizes producers for their…	Juan	NR		Michael	KOTFM	Awards	KOTFM	Awards
10 Awesome Cameos In 2023 Movies (Did You Spot Them All?)	2023 was a great year for cinema, producing some incredible movies and some highly memorable cameo performances – many of which were very surprising.	Juan	NM		Michael	NM		NM	
Beyonce Wins The Weekend Box Office With Renaissance Concert Film	Beyonce took over the winter box office, much like Taylor Swift did in the fall this weekend. Her Renaissance concert film scored $22 million to win the weekend. Usually, the first weekend of December is pretty anemic at theaters, but not this year. This also…	Juan	Renaissance	Box	Michael	Renaissance	Box	Renaissance	Box
How To Watch Trolls Band Together	The latest installment of the Trolls movies is set to release this year; here is everything you need to know about how to watch Trolls Band Together.	Juan	Trolls	Streaming	Michael	Trolls	Streaming	Trolls	Streaming
Martin Scorsese’s Killers of the Flower Moon hits digital on December 5	Killers of the Flower Moon hits digital premium on demand (PVOD) platforms on December 5th. The critically-acclaimed original film opened in theatres on October 20th. An Apple TV+ premiere date has not yet been confirmed. Killers of the Flower Moon is a 2023 …	Juan	KOTFM	Streaming	Michael	KOTFM	Streaming	KOTFM	Streaming
‘Wish’ To Rise Disney Animation’s Star Over Thanksgiving With $75M Global Opening; ‘Napoleon’ Charges For $46M WW – Box Office Preview	Disney original animation is looking at a comeback this Thanksgiving with the princess pic Wish with as much as $45M-$50M over 5-days after suffering a setback over last year’s holiday with Strangeworld which did $18.8M. With the strikes over, and Thanksgivin…	Juan	Wish, Napoleon	Box	Michael	Wish, Napoleon	Box	Wish, Napoleon	Box
Godzilla turns pink and Kong gets a robo-arm (and a baby) in the first trailer for The New Empire	We’re living in a Godzilla renaissance at the moment, with everyone’s favorite lizard showing up on Apple TV+ and a very buzzy new movie out of Japan, and in case you ever needed a very clear example of the different ways that Japanese filmmakers and western …	Juan	NM		Michael	NM		NM	
Godzilla Minus One Ending Explained	Godzilla Minus One featured a few twists that require explaining, along with where all of the characters wound up at the end of the action.	Juan	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
‘The Marvels’ Tallies Only $21.5 Million At Box Office On Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	Juan	Marvels	Box	Michael	Marvels	Box	Marvels	Box
‘The Marvels’ Tallies Only $21.5 Million On Box Office Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	Juan	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Two For The Money: New Heist Thriller Heads To Apple After Bidding War	Apple continues to take on bigger projects even as 2023 ends with Killers of the Flower Moon and Napoleon both doing all right. While neither of them lit the box office on fire, the numbers they pulled in would make a studio like Apple happy, and it was more …	Juan	KOTFM, Napoleon	Box	Michael	KOTFM, Napoleon	Box	KOTFM, Napoleon	Box
Review: ‘The Hunger Games: The Ballad of Songbirds & Snakes’ is a prequel for pre-sold fans only	Like its title, the film takes its sweet time getting where it’s going, writes critic Michael Philips.	Juan	HG	Plot	Michael	HG	Plot	HG	Plot
Killers Of The Flower Moon Box Office Crosses Worldwide Milestone Despite Dropping Out Of US Top 10	Killers of the Flower Moon's box office crosses a major milestone despite dropping out of the Top 10 in the US over the Thanksgiving weekend.	Juan	KOTFM	Box	Michael	KOTFM	Box	KOTFM	Box
Godzilla Minus One Debuts With Perfect Rotten Tomatoes Score	Some critics are saying Godzilla Minus One is one of the King of the Monsters' best movies yet.	Juan	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
Martin Scorsese Breaks Down the Cinematography of ‘Killers of the Flower Moon’	The legendary director and his longtime D.P., Rodrigo Prieto, reflect on the complex methods and fascinating inspirations behind five key scenes from Killers of the Flower Moon.	Juan	KOTFM	Prod	Michael	KOTFM	Prod	KOTFM	Prod
All The Marvels Easter eggs and references explained	For better or worse, a certain level of fluency in the ever-expanding tapestry of the Marvel Cinematic Universe is required by The Marvels. While the film—which brings together Captain Marvel’s Carol Danvers (Brie Larson), WandaVision’s Monica Rambeau (Teyona…	Juan	Marvels	Plot	Michael	Marvels	Plot	Marvels	Plot
The Marvels raises the question: How many times is Marvel going to tease us with [REDACTED]?	[This story contains big, massive, obvious spoilers for The Marvels. You’ve been warned!]Read more...	Juan	Marvels	Plot	Michael	Marvels	Plot	Marvels	Plot
Interview: Godzilla Minus One Director & Star Talk Kaiju and ‘Dark Hope’	ComingSoon Senior Editor Spencer Legacy spoke with Godzilla Minus One director Takashi Yamazaki and star Ryunosuke Kamiki about the kaiju movie. The duo spoke about portraying Godzilla as an unstoppable force and how the script changed over the three years it…	Juan	Godzilla	Promo	Michael	Godzilla	Promo	Godzilla	Promo
Not Bigger Than History: Killers Of The Flower Moon Star Responds To Criticism Over Movie's Focus	Killers of the Flower Moon star Lily Gladstone responds to criticism over the film telling the Osage story through Ernest Burkhart's perspective.	Juan	KOTFM	Plot	Michael	KOTFM	Plot	KOTFM	Plot
‘SNL’: Timothée Chalamet as Wonka Sings About End of Actors’ Strike	‘Saturday Night Live’ host channeled his upcoming Willy Wonka by singing about AI and the end of the actors’ strike to the tune “Pure Imagination.”	Juan	NR		Michael	NM		NM	
The Makeup Artist Behind Bradley Cooper’s Prosthetic Nose	A profile of the Oscar-winning effects artist Kazu Hiro, who has worked on films including “Maestro,” “Bombshell,” “Darkest Hour,” and “The Curious Case of Benjamin Button.” Hua Hsu reports.	Juan	NR		Michael	NM		NM	
Godzilla Minus One Is Highest Grossing Live-Action Japanese Movie in North America	The success of Godzilla Minus One continues to grow as the film has recently become the highest-grossing live-action Japanese film ever in North America. The film, which is now sitting at $14.36 million at the box office (via Deadline), edges it just over the…	Juan	Godzilla	Box	Michael	Godzilla	Box	Godzilla	Box
'Hunger Games' Still Tops In N.America After 'Napoleon' Invades	"The ""Hunger Games"" prequel stayed atop the North American box office over the long US Thanksgiving weekend, fending off an invasion by new Ridley Scott film ""Napoleon,"" industry watcher Exhibitor Relations reported Sunday."	Juan	HG, Napoleon	Box	Michael	HG, Napoleon, Wish, KOTFM	Box	HG, Napoleon	Box
QUESTION ASKED: When you Wish upon a star: is the Disney shine fading? This isn’t so far from wha	QUESTION ASKED: When you Wish upon a star: is the Disney shine fading? This isn’t so far from what Apple have done with Napoleon and Killers of the Flower Moon, namely using the theatrical release as a preview for what will eventually be a prestigious part of…	Juan	KOTFM, Napoleon	Plot	Michael	Wish, Napoleon, KOTFM	Plot	Wish, Napoleon, KOTFM	Plot
Martin Scorsese Details How Killers Of The Flower Moon Had A Very Different Opening Scene	Director Martin Scorsese details how Killers of the Flower Moon originally had a very different opening scene involving the Oklahoma land rush.	Juan	KOTFM	Promo	Michael	KOTFM	Plot	KOTFM	Plot
John Woo Prefers ‘Real Cinema’ Over Superheros, but ‘There Aren’t Many Movies Like That Lately’	"I like old-fashioned movies, you know? the ""Face/Off"" director said."	Juan	NM		Michael	NM		NM	
‘The Settlers’ Trailer: Chile’s Oscar Entry Is One of the Year’s Best First Films	Felipe Gálvez delivers an extraordinary debut with a Western that goes in some very unexpected directions.	Juan	NR		Michael	NM		NM	
‘Renaissance: A Film By Beyonce’ Opening Weekend Box Office Numbers Revealed!	Renaissance: A Film By Beyoncé is a hit! Beyoncé‘s concert film, which was written, directed and produced by Beyoncé, topped the domestic box office with $21 million in its opening weekend, slightly ahead of expectations, via Variety on Sunday (December 3). I…	Juan	Renaissance	Box	Michael	Renaissance	Box	Renaissance	Box
Martin Scorsese and Steven Spielberg Are Exec Producing a ‘Cape Fear’ Series	"Nick Antosca (""Candy,"" ""The Act"") is creating the show that is currently fielding offers from several potential buyers."	Juan	NR		Michael	NR		NR	
The 2023 New York Film Critics Circle Awards Voting Has Begun (Updating Live)	Follow along as the prestigious awards body honors its picks for the best in cinema of 2023.	Juan	NM		Michael	NM		NM	
China Box Office: ‘Napoleon’ Defeated in Middle Kingdom Campaign, Opens in Fifth Place	Ridley Scott’s historical epic “Napoleon” was cruelly defeated at the mainland Chinese box office, where it opened in only fifth place on its opening weekend. Chinese crime thriller “Across the Furious Sea” headed the mainland China charts for a second weeken…	Juan	Napoleon	Box	Michael	Napoleon	Box	Napoleon	Box
Contenders Film: Los Angeles Kicks Off Today Spotlighting 28 Awards-Season Movies	Deadline’s Contenders Film: Los Angeles kicks off Saturday morning at 8:30 a.m. PT spotlighting 28 movies, with panel discussions featuring cast and creatives from this awards season’s most talked-about films, including actors scheduled to return to post-stri…	Juan	NM		Michael	NM		NM	
Timothée Chalamet celebrates the end of the SAG-AFTRA strike in SNL monologue	Timothée Chalamet returned to Saturday Night Live last night for the show’s first episode since the end of the SAG-AFTRA strike, meaning hosts no longer have to dance around who they are and why they’re there so they don’t look like scabs, and Chalamet celebr…	Juan	NR		Michael	NM		NM	
10 Longest Martin Scorsese Movies (Including Killers Of The Flower Moon)	Along with his talent, Martin Scorsese is known for his epic narratives that run past the standard 90 minutes. But which of his films are the longest?	Juan	KOTFM	NR	Michael	KOTFM	Plot	KOTFM	Plot
The Crew Of ‘Trolls Band Together’ On How To Set Up A Collaborative And Creative Production	'Trolls Band Together' is a jam-packed aural and visual experience that incorporated the input of artists throughout the studio.	Juan	Trolls	Prod	Michael	Trolls	Prod	Trolls	Prod
‘Trolls Band Together’ Review: Justin Timberlake Sends Up His Boy-Band Past In A Cute Psychedelic Pop Satire	Wanna feel old? The Trolls franchise is seven this year and brings with it a whole culture of nostalgia for the late ’90s and early ’00s that to anyone under 40 will seem like a million years ago. The rest of us might remember it as yesterday; a moment in tim…	Juan	Trolls	Plot	Michael	Trolls	Plot	Trolls	Plot
Leonardo DiCaprio Reveals He Wants To Accomplish 'One More' Thing Before Turning 50	The “Killers of the Flower Moon” star spoke about his goal during an interview with “Good Morning America.”	Juan	NR		Michael	KOTFM	NR	KOTFM	NR
Five Nights at Freddy's Got The Same Divisive Response As Another 17-Year-Old Game Adaptation	Five Nights at Freddy's has received mixed reviews, and this response is similar to what another 17-year-old horror video game adaptation faced.	Juan	FNAF	Plot	Michael	FNAF	Plot	FNAF	Plot
Five Nights At Freddy's Springtrap Actor Details Pressures Of Playing Iconic Villain	Matthew Lillard, the actor who played Stringtrap in Five Nights At Freddy's, details the pressure of playing the iconic and beloved villain.	Juan	FNAF	Promo	Michael	FNAF	Promo	FNAF	Promo
Five Nights At Freddy's Rotten Tomatoes Scores Break A Divisive 25-Year Video Game Movie Record	The Five Nights at Freddy's movie has been pretty controversial, causing the film to break a major video game adaptation Rotten Tomatoes record.	Juan	FNAF	Plot	Michael	FNAF	Plot	FNAF	Plot
Mike's Return In Five Nights At Freddy's 2 Can't Happen If Sequel Follows The Games	2023's Five Nights at Freddy's movie follows the game's plot, with Mike Schmidt as the protagonist. Yet, the next installment may not have him return.	Juan	FNAF	Plot	Michael	FNAF	Plot	FNAF	Plot
Hunter Schafer Calls Hunger Games Role “A Challenge” Compared to Her Euphoria Role	Hunter Schafer plays Tigris in The Hunger Games: The Ballad of Songbirds & Snakes, a character she says was a “challenge” and departure from her Euphoria role.	Juan	HG	Promo	Michael	HG	Promo	HG	Promo
New “Hunger Games” Has $99M Global Debut	“The Hunger Games: The Ballad of Songbirds & Snakes,” Lionsgate’s prequel to their “The Hunger Games” franchise, opened to approximately $44 million at the domestic box office. That’s less than what tracking figures going into the weekend had suggested with t…	Juan	HG	Box	Michael	HG	Box	HG	Box
Timothée Chalamet Reminds Us What ‘SNL’ Is Really About: Shameless Project Promotion	Thank goodness we have a way to discover that ‘Wonka’ is coming to theaters on December 15th	Juan	NR		Michael	NM		NR	
There's One Thing The Marvels Does Better Than Avengers: Endgame	Avengers: Endgame is way more financially successful than The Marvels, but at least the new film meaningfully addresses the underlying concerns of its villain.	Nolin	Marvels	Box	Michael	Marvels	Plot	Marvels	Plot
Trump Revives His De Niro Feud — and It’s a Flop	Trump responded Robert De Niro’s Gotham Awards speech, calling the actor a ‘total loser.’ We deserve a better Trump celebrity feud than his uninspired beef with the ‘Killers of the Flower’ moon star.	Nolin	KOTFM	NR	Michael	KOTFM	NR	KOTFM	NR
Avril Lavigne, Rick Mercer, Tantoo Cardinal among those inducted into Canada's Walk of Fame	Pop-punk icon Avril Lavigne, political satirist Rick Mercer and hockey superstar Connor McDavid were among those inducted into Canada's Walk of Fame tonight at a special anniversary gala in Toronto.	Nolin	NR		Michael	NR		NR	
Every Ridley Scott movie ranked, including Napoleon	It’s been nearly five decades since Ridley Scott’s first feature film, The Duellists, hit theaters, and now, even well into his 80s, the legendary filmmaker shows no signs of slowing. Napoleon, his latest feature, is as grand and intense as anything else in h…	Nolin	Napoleon	Plot	Michael	Napoleon	Plot	Napoleon	Plot
The Marvels Ending Explained: Let The Sunshine In	The Marvels connects Captain Marvel to the series Ms. Marvel and WandaVision, but here&amp;#39;s a complete guide to everything you need to know about the ending.	Nolin	Marvels	Plot	Michael	Marvels	Plot	Marvels	Plot
The Marvels' Young Avengers Tease Originally Featured More Characters [Exclusive]	The Marvels star Iman Vellani has confirmed that she shot a different version of the film&amp;#39;s Young Avengers tease than the one that made the theatrical cut.	Nolin	Marvels	Promo	Michael	Marvels	Plot	Marvels	Promo
Bob Iger's 'Supervision' Comment About The Marvels Crossed A Line	On today&amp;#39;s episode of the /Film Daily podcast, Ben and BJ talk about Bob Iger&amp;#39;s absurd comment about The Marvels and whether the Disney CEO is losing his touch.	Nolin	Marvels	NR	Michael	Marvels	NR	Marvels	NR
Box Office Update: Hunger Games Prequel seeing under $50 million debut	The long in the tooth title The Hunger Games: The Ballad of Songbirds & Snakes is looking at an opening just shy of the half century mark. The post Box Office Update: Hunger Games Prequel seeing under $50 million debut appeared first on JoBlo.	Nolin	HG	Box	Michael	HG	Box	HG	Box
The Hunger Games Prequel Withstands Wish and Napoleon to Win 2023's Thanksgiving Weekend Box Office	The Hunger Games: The Ballad of Songbirds and Snakes held off both Disney's Wish and Napoleon to win its second domestic weekend box office over the Thanksgiving holiday.	Nolin	HG, Napoleon, Wish	Box	Michael	HG, Napoleon, Wish	Box	HG, Napoleon, Wish	Box
Beyonce Renaissance Popcorn Bucket: Where to Buy the Tub & Cup	Fans and collectors are looking to buy the Beyonce Renaissance Popcorn Bucket. But how much is it and where can you buy it from? Here’s all the information you need about getting your own Beyonce tub and cup. Where to buy the Beyonce Renaissance popcorn bucke…	Nolin	Renaissance	Promo	Michael	Renaissance	Promo	Renaissance	Promo
The Marvels flopping is more proof that the MCU is on life support	Before The Marvels premiered on November 10th, I figured the bleak projections would end up being an overreaction. After all, Pixar’s Elemental looked like a … The post The Marvels flopping is more proof that the MCU is on life support appeared first on BGR.	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Save 20% on Lego's Hoopty spaceship from The Marvels this Black Friday	Grab yourself an $18 saving on this fun Lego ship from The Marvels this Black Friday.	Nolin	Marvels	Promo	Michael	Marvels	Promo	Marvels	Promo
"Iman Vellani On The Marvels Box Office Struggles: ""That's For Bob Iger"""	Iman Vellani, back as Kamala Khan/Ms. Marvel in The Marvels, remains unfazed by the film's box office performance since its November 10 release--it opened to $47 million domestically and just under $100 million worldwide, marking the weakest start for a Marve…	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
It’s not Iman Vellani’s problem that The Marvels is a bomb	Marvel’s The Marvels is having a pretty lousy time at the box office, having already gotten the worst opening in MCU history and then a huge drop-off in its second week, but star Iman Vellani—who plays Ms. Marvel, a.k.a. Kamala Khan—isn’t phased by it. In fac…	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Furious De Niro Realizes Anti-Trump Lines Cut From Teleprompter Mid-Speech	"How dare they do that, actually?” the Killers of the Flower Moon"" star said on stage at the Gotham Awards before reading the remarks from his phone anyway."	Nolin	KOTFM	NR	Michael	KOTFM	NR	KOTFM	NR
Five Nights At Freddy's Star on the Film's Success and Sequel Hopes	Even though the recent horror film Five Nights At Freddy's was released simultaneously in theaters and on Peacock, the live-action adaptation of the popular video game became quite a hit with audiences. In fact, as of now, the film has already proven to be a …	Nolin	FNAF	Box	Michael	FNAF	Box	FNAF	Box
Five Nights At Freddy's Hits Blu-ray December 12th, Digital Next Week	Five Nights At Freddy's has been a smash success at the fall box office, and Universal and Blumhouse are rushing to make sure fans can enjoy the film at home for the holidays. The horror hit is set to release on digital rental services next Tuesday, November …	Nolin	FNAF	Box	Michael	FNAF	Streaming	FNAF	Streaming
‘Godzilla Minus One’ Brings All the Mayhem and Destruction You Crave	Toho Studios When it comes to bringing Godzilla to thrilling, terrifying life, America’s track record has been spotty at best, marked by a few minor highs (2014’s Godzilla, 2021’s Godzilla vs. Kong) and lots of lows (virtually everything else, including Appl…	Nolin	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
Robert De Niro says lines on Trump, Native Americans were cut from Gotham Awards speech	Robert De Niro alleged on the Gotham Awards stage that political lines about Trump and Native Americans in Hollywood had been edited out of his speech.	Nolin	NM		Michael	NM		NM	
Godzilla Minus One Super7 Ultimates Figure Up For Preorder	Godzilla Minus One is being hailed as the best Godzilla movie in years and possibly the best ever. Thankfully, toy companies are on the ball, and we didn't have to wait long for figures of this version to go up for order. Super7 has the preorder up for their …	Nolin	Godzilla	Promo	Michael	Godzilla	Promo	Godzilla	Promo
The National Board of Review Loves Scorsese, The Holdovers	The National Board of Review’s 2023 honorees include Martin Scorsese’s ‘Killers of the Flower Moon’ and Paul Giamatti-starring ‘The Holdovers.’	Nolin	KOTFM	Plot	Michael	KOTFM	Awards	KOTFM	Awards
‘Hunger Games’ prequel tops box office, 'Trolls Band Together' opens in 2nd place	“The Hunger Games: The Ballad of Songbirds & Snakes” tops the North American box office in its first weekend in theaters	Nolin	HG, Trolls	Box	Michael	HG, Trolls	Box	HG, Trolls	Box
Napoleon review: Ridley Scott delivers a dynamite biopic	Outside of military colleges, where his strategic acumen is still lauded, many present-day folks might only have a loose sense of Napoleon Bonaparte, with a bicorne hat and hand tucked in his jacket, as a man of short stature and shorter temper. Director Ridl…	Nolin	Napoleon	Plot	Michael	Napoleon	Plot	Napoleon	Plot
Where To Watch Godzilla Minus One: Showtimes & Streaming Status	Godzilla Minus One is the latest movie from Toho, and there are different options to watch the movie in theaters or at home on streaming.	Nolin	Godzilla	Streaming	Michael	Godzilla	Streaming	Godzilla	Streaming
‘May December’ Is Down to #9 on Netflix After Three Days, While 2018 Gerard Butler Thriller ‘Hunter Killer’ Is #4	Oppenheimer is still number one on the PVOD charts.	Nolin	KOTFM	Box	Michael	NM		NM	
11 Facts About Joséphine de Beauharnais	Ahead of the release of Ridley Scott’s biopic, ‘Napoleon,’ here are 11 facts about the woman who once stood in the emperor’s shadow.	Nolin	Napoleon	NR	Michael	Napoleon	NR	Napoleon	NR
The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
‘Trolls Band Together’ Fires Up Box Office With $30 Million Opening Weekend Haul	'Trolls Band Together' delivered the best U.S. weekend for an animated film since the second weekend of 'Spider-Man: Across the Spider-Verse' all the way back in early June.	Nolin	Trolls	Box	Michael	Trolls	Box	Trolls	Box
Bob Iger throws Nia DaCosta under the bus, says The Marvels needed more “supervision” from execs	Marvel’s The Marvels stands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doesn’t care and is happy with the work she did, others are d…	Nolin	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Danielle Brooks, Colman Domingo, America Ferrera, Andrew Scott Join Santa Barbara Film Festival Virtuosos Award List	The Santa Barbara Film Festival on Tuesday rounded out the list of recipients for its Virtuosos Award, its annual honor recognizing noteworthy performances in films this season. It marks the latest awards announcement from SBIFF, which has become a must-stop …	Nolin	NM		Michael	NM		NM	
